source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,neuropil,orn_synapses_in_hemisphere,pn_synapses_in_hemisphere,all_output_synapses_in_hemisphere,primary_flywire_name,comparison_name,recommended_match_group,hemibrain_type_names,hemibrain_family_names,all_names,cell_type,hemibrain_type,top_nt,top_nt_conf,known_nt,known_nt_source,comparison_LN_class
720575940637666446,7205759406376664461,lLN2P_b_L,lLN2P_b,L,AL_L,1173,1075,8211,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;lLN2P_b,,lLN2P_b,gaba,0.348996139401985,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940635249332,7205759406352493322,lLN2P_c_R,lLN2P_c,R,AL_R,428,2438,8151,lLN2P_c,lLN2P_c,lLN2P,lLN2P_c,lLN2P,AL local neuron;ALLN;ALl1_dorsal;lLN2P_c;left,,lLN2P_c,gaba,0.5208239666578021,,,lLN2P
720575940624330281,7205759406243302812,lLN2P_a_R,lLN2P_a,R,AL_R,1345,956,7326,lLN2P_a,lLN2P_a,lLN2P,lLN2P_a,lLN2P,AL local neuron;ALLN;lLN2P_a,,lLN2P_a,glutamate,0.3435977513865794,,,lLN2P
720575940633212441,7205759406332124411,lLN2X07_L,lLN2X07,L,AL_L,718,796,6098,lLN2X07,lLN2X07,lLN2X07,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X07;right,lLN2X07,,acetylcholine,0.4736402461462959,,,lLN2X07
720575940628822248,7205759406288222482,lLN2X02_R,lLN2X02,R,AL_R,1542,1949,6546,lLN2X02,lLN2X02,lLN2X02,,,AL local neuron;ALLN;lLN2X02,lLN2X02,,gaba,0.5108160580953782,,,lLN2X02
720575940614429165,7205759406144291651,lLN2P_b_L,lLN2P_b,L,AL_L,834,1246,7679,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;ALl1_dorsal;lLN2P_b;right,,lLN2P_b,gaba,0.363586038166727,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940610669614,7205759406106696141,lLN2P_b_L,lLN2P_b,L,AL_L,868,1287,7879,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;ALl1_dorsal;gaba;lLN2P_b;olfactory projection neuron/PN;right,,lLN2P_b,gaba,0.3865732909624552,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940614756589,7205759406147565891,ALBN1_L,ALBN1,L,AL_L,11,1194,12598,ALBN1,ALBN1,ALBN1,ALBN1,ALBN1,AL local neuron;ALBN1;ALLN,,ALBN1,gaba,0.3523882150377924,,,ALBN1
720575940614756589,7205759406147565892,ALBN1_R,ALBN1,R,AL_R,1328,276,1715,ALBN1,ALBN1,ALBN1,ALBN1,ALBN1,AL local neuron;ALBN1;ALLN,,ALBN1,gaba,0.3523882150377924,,,ALBN1
720575940615669972,7205759406156699721,l2LN23_L,l2LN23,L,AL_L,540,523,3757,l2LN23,l2LN23,l2LN23,l2LN23,l2LN23,AL local neuron;ALLN;ALl1_ventral;l2LN23;right,,l2LN23,gaba,0.4853268438935367,,,l2LN23
720575940622457443,7205759406224574432,lLN2X06_R,lLN2X06,R,AL_R,444,871,5976,lLN2X06,lLN2X06,lLN2X06,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X06;left,lLN2X06,,acetylcholine,0.4176766808753053,,,lLN2X06
720575940620565313,7205759406205653131,lLN2X12_L,lLN2X12,L,AL_L,718,1427,8452,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;right,lLN2X12,,acetylcholine,0.3210379801385865,,,lLN2X12
720575940626115134,7205759406261151342,lLN2P_b_R,lLN2P_b,R,AL_R,869,1244,7516,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;ALl1_dorsal;lLN2P_b;left,,lLN2P_b,gaba,0.3346221471486305,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940640955637,7205759406409556372,lLN2P_c_R,lLN2P_c,R,AL_R,378,2497,8542,lLN2P_c,lLN2P_c,lLN2P,lLN2P_c,lLN2P,AL local neuron;ALLN;lLN2P_c,,lLN2P_c,gaba,0.5392087000968441,,,lLN2P
720575940632198442,7205759406321984421,lLN2X02_L,lLN2X02,L,AL_L,1395,1859,6252,lLN2X02,lLN2X02,lLN2X02,,,AL local neuron;ALLN;lLN2X02,lLN2X02,,gaba,0.5128297650250643,,,lLN2X02
720575940624450342,7205759406244503421,lLN2P_b_L,lLN2P_b,L,AL_L,849,1314,7776,lLN2P_b,lLN2P_b,lLN2P,lLN2P_b,lLN2P,AL local neuron;ALLN;ALl1_dorsal;lLN2P_b;right,,lLN2P_b,gaba,0.3323253191636159,"gaba, myoinhibitory peptide","Sizemore et al., 2023",lLN2P
720575940616197819,7205759406161978192,lLN2X05_R,lLN2X05,R,AL_R,600,1454,8402,lLN2X05,lLN2X05,lLN2X05,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X05;left,lLN2X05,,serotonin,0.39727184065424,,,lLN2X05
720575940629111814,7205759406291118142,vLN24_R,vLN24,R,AL_R,292,404,5177,vLN24,vLN24,vLN24,vLN24,vLN24,AL local neuron;ALLN;vLN24,,vLN24,acetylcholine,0.3804088042516628,,,vLN24
720575940617299131,7205759406172991312,lLN2X05_R,lLN2X05,R,AL_R,749,2265,11419,lLN2X05,lLN2X05,lLN2X05,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X05;left,lLN2X05,,serotonin,0.3807251977802746,,,lLN2X05
720575940608241365,7205759406082413651,lLN2X10_L,lLN2X10,L,AL_L,378,966,5478,lLN2X10,lLN2X10,lLN2X10,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X10;right,lLN2X10,,acetylcholine,0.4082160640876501,,,lLN2X10
720575940631907159,7205759406319071591,lLN2T_d_L,lLN2T_d,L,AL_L,14,2,63,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;left,,lLN2T_d,gaba,0.5752272655310858,,,lLN2T
720575940631907159,7205759406319071592,lLN2T_d_R,lLN2T_d,R,AL_R,1748,1428,11086,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;left,,lLN2T_d,gaba,0.5752272655310858,,,lLN2T
720575940637136752,7205759406371367522,lLN2X04_R,lLN2X04,R,AL_R,1625,3458,14799,lLN2X04,lLN2X04,lLN2X04,,,AL local neuron;ALLN;lLN2X04,lLN2X04,,gaba,0.3797052378598694,,,lLN2X04
720575940611671506,7205759406116715061,lLN2X05_L,lLN2X05,L,AL_L,575,2000,10663,lLN2X05,lLN2X05,lLN2X05,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X05;right,lLN2X05,,serotonin,0.3528227071489639,,,lLN2X05
720575940640986075,7205759406409860752,lLN2X09_R,lLN2X09,R,AL_R,427,947,4193,lLN2X09,lLN2X09,lLN2X09,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X09;left,lLN2X09,,acetylcholine,0.4461968257624494,,,lLN2X09
720575940625251401,7205759406252514011,lLN2T_d_L,lLN2T_d,L,AL_L,1984,1391,10864,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;right,,lLN2T_d,gaba,0.6004465122426549,,,lLN2T
720575940625251401,7205759406252514012,lLN2T_d_R,lLN2T_d,R,AL_R,23,1,103,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;right,,lLN2T_d,gaba,0.6004465122426549,,,lLN2T
720575940613489617,7205759406134896171,LN60a_L,LN60a,L,AL_L,635,2524,6338,LN60a,LN60a,LN60a,,,AL local neuron;ALLN;LN60a,LN60a,,gaba,0.689573113662625,,,LN60a
720575940613489617,7205759406134896172,LN60a_R,LN60a,R,AL_R,93,863,2146,LN60a,LN60a,LN60a,,,AL local neuron;ALLN;LN60a,LN60a,,gaba,0.689573113662625,,,LN60a
720575940632416298,7205759406324162981,lLN2T_e_L,lLN2T_e,L,AL_L,836,2598,12880,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_e;right,,lLN2T_e,serotonin,0.3228665434031093,,,lLN2T
720575940632416298,7205759406324162982,lLN2T_e_R,lLN2T_e,R,AL_R,8,10,113,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_e;right,,lLN2T_e,serotonin,0.3228665434031093,,,lLN2T
720575940625584484,7205759406255844842,lLN2X10_R,lLN2X10,R,AL_R,895,1524,8636,lLN2X10,lLN2X10,lLN2X10,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X10;left,lLN2X10,,acetylcholine,0.4396491575211894,,,lLN2X10
720575940610161091,7205759406101610912,lLN1_bc_R,lLN1_bc,R,AL_R,104,1986,9737,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.3080535248531911,,,lLN1
720575940619078091,7205759406190780912,lLN2X10_R,lLN2X10,R,AL_R,576,1137,6482,lLN2X10,lLN2X10,lLN2X10,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X10;left,lLN2X10,,acetylcholine,0.4749684096136305,,,lLN2X10
720575940630225403,7205759406302254032,lLN2X12_R,lLN2X12,R,AL_R,664,1225,7354,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;lLN2X12,lLN2X12,,acetylcholine,0.4017679000012679,,,lLN2X12
720575940622650879,7205759406226508792,lLN2X12_R,lLN2X12,R,AL_R,617,1264,7587,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;left,lLN2X12,,acetylcholine,0.4082527120833314,,,lLN2X12
720575940610408643,7205759406104086431,lLN2X02_L,lLN2X02,L,AL_L,1540,1960,6292,lLN2X02,lLN2X02,lLN2X02,,,AL local neuron;ALLN;lLN2X02,lLN2X02,,gaba,0.5017186761328628,,,lLN2X02
720575940630340474,7205759406303404742,vLN25_R,vLN25,R,AL_R,1036,501,3660,vLN25,vLN25,vLN25,vLN25,vLN25,vLN25,,vLN25,glutamate,0.5843708432866808,,,vLN25
720575940616758322,7205759406167583222,lLN2X04_R,lLN2X04,R,AL_R,1339,3631,15212,lLN2X04,lLN2X04,lLN2X04,,,AL local neuron;ALLN;lLN2X04,lLN2X04,,gaba,0.3594127439650376,,,lLN2X04
720575940629792732,7205759406297927322,lLN1_bc_R,lLN1_bc,R,AL_R,108,2105,9920,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2743360633202058,,,lLN1
720575940626342174,7205759406263421742,lLN1_bc_R,lLN1_bc,R,AL_R,34,1937,9477,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;acetylcholine;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.3006734318404597,,,lLN1
720575940628059978,7205759406280599782,lLN2X11_R,lLN2X11,R,AL_R,1087,2092,12508,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;left,lLN2X11,,serotonin,0.4201109588904385,,,lLN2X11
720575940660217729,7205759406602177292,lLN1_bc_R,lLN1_bc,R,AL_R,52,1867,8897,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2872156731976392,,,lLN1
720575940631899223,7205759406318992231,lLN2X05_L,lLN2X05,L,AL_L,563,1859,10757,lLN2X05,lLN2X05,lLN2X05,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X05;right,lLN2X05,,serotonin,0.3345498737303988,,,lLN2X05
720575940621398254,7205759406213982541,lLN2X04_L,lLN2X04,L,AL_L,1576,3786,15010,lLN2X04,lLN2X04,lLN2X04,,,AL local neuron;ALLN;lLN2X04,lLN2X04,,gaba,0.3724250376482724,,,lLN2X04
720575940612347571,7205759406123475712,lLN1_bc_R,lLN1_bc,R,AL_R,68,2201,10512,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.3382934412973226,,,lLN1
720575940621542747,7205759406215427472,lLN1_a_R,lLN1_a,R,AL_R,153,2456,10679,lLN1_a,lLN1_a,lLN1,lLN1_a,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_a;left,,lLN1_a,serotonin,0.4293655566150678,,,lLN1
720575940617537570,7205759406175375701,lLN1_bc_L,lLN1_bc,L,AL_L,136,2367,10920,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2753310726177759,,,lLN1
720575940633938349,7205759406339383491,lLN1_bc_L,lLN1_bc,L,AL_L,66,2431,10709,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.3297240852293644,,,lLN1
720575940633483807,7205759406334838071,lLN2T_e_L,lLN2T_e,L,AL_L,887,2984,14152,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_e;right,,lLN2T_e,serotonin,0.3249090035756803,,,lLN2T
720575940633483807,7205759406334838072,lLN2T_e_R,lLN2T_e,R,AL_R,7,0,25,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_e;right,,lLN2T_e,serotonin,0.3249090035756803,,,lLN2T
720575940622338742,7205759406223387422,lLN1_bc_R,lLN1_bc,R,AL_R,45,1811,8953,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2536082262345265,,,lLN1
720575940627927573,7205759406279275731,lLN2X04_L,lLN2X04,L,AL_L,1273,3415,13911,lLN2X04,lLN2X04,lLN2X04,,,AL local neuron;ALLN;lLN2X04,lLN2X04,,gaba,0.3714162544722526,,,lLN2X04
720575940618757666,7205759406187576661,lLN2T_c_L,lLN2T_c,L,AL_L,2696,1730,15596,lLN2T_c,lLN2T_c,lLN2T,lLN2T_c,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_c;right;serotonin,,lLN2T_c,serotonin,0.3723192886146432,acetylcholine,"Shang et al., 2007",lLN2T
720575940619931119,7205759406199311191,lLN2X11_L,lLN2X11,L,AL_L,1072,2039,12175,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;right,lLN2X11,,serotonin,0.3904619675448708,,,lLN2X11
720575940628914436,7205759406289144361,lLN2X12_L,lLN2X12,L,AL_L,1162,1232,8003,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;right,lLN2X12,,acetylcholine,0.2755070330581051,,,lLN2X12
720575940623137997,7205759406231379972,lLN1_bc_R,lLN1_bc,R,AL_R,44,2213,9820,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.2828370760230285,,,lLN1
720575940631603281,7205759406316032812,lLN1_bc_R,lLN1_bc,R,AL_R,48,2009,9933,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2553263770987052,,,lLN1
720575940619059102,7205759406190591022,lLN2X03_R,lLN2X03,R,AL_R,712,2700,11171,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3512267626990139,acetylcholine,"Shang et al., 2007",lLN2T
720575940618385620,7205759406183856201,lLN2T_d_L,lLN2T_d,L,AL_L,2254,1654,12526,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;right,,lLN2T_d,gaba,0.6321967422816525,,,lLN2T
720575940618385620,7205759406183856202,lLN2T_d_R,lLN2T_d,R,AL_R,21,5,127,lLN2T_d,lLN2T_d,lLN2T,lLN2T_d,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_d;right,,lLN2T_d,gaba,0.6321967422816525,,,lLN2T
720575940615708482,7205759406157084822,lLN1_bc_R,lLN1_bc,R,AL_R,46,1902,8854,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2886746085086998,,,lLN1
720575940641606541,7205759406416065411,lLN1_bc_L,lLN1_bc,L,AL_L,53,2119,9055,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2663466940990676,,,lLN1
720575940631287912,7205759406312879121,lLN1_bc_L,lLN1_bc,L,AL_L,75,2139,9693,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2590573517926165,,,lLN1
720575940631975884,7205759406319758841,lLN2X12_L,lLN2X12,L,AL_L,685,1348,7889,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;right,lLN2X12,,acetylcholine,0.4358955346840308,,,lLN2X12
720575940621585279,7205759406215852792,lLN2X12_R,lLN2X12,R,AL_R,889,1445,8517,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;left,lLN2X12,,acetylcholine,0.2735647863410876,,,lLN2X12
720575940612637554,7205759406126375542,lLN2X12_R,lLN2X12,R,AL_R,836,1556,9329,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;left,lLN2X12,,acetylcholine,0.2755822890101408,,,lLN2X12
720575940616908177,7205759406169081772,lLN1_bc_R,lLN1_bc,R,AL_R,46,1841,8888,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;lLN1_b;lLN1_bc;lLN1_c,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.3083974006244469,,,lLN1
720575940628023685,7205759406280236851,ALBN1_L,ALBN1,L,AL_L,3083,135,964,ALBN1,ALBN1,ALBN1,ALBN1,ALBN1,AL local neuron;ALBN1;ALLN,,ALBN1,glutamate,0.44697194399354,,,ALBN1
720575940628023685,7205759406280236852,ALBN1_R,ALBN1,R,AL_R,7,1354,13449,ALBN1,ALBN1,ALBN1,ALBN1,ALBN1,AL local neuron;ALBN1;ALLN,,ALBN1,glutamate,0.44697194399354,,,ALBN1
720575940621298270,7205759406212982701,lLN1_bc_L,lLN1_bc,L,AL_L,83,2519,11251,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.3090729150140675,,,lLN1
720575940631586858,7205759406315868581,lLN1_a_L,lLN1_a,L,AL_L,120,3478,11733,lLN1_a,lLN1_a,lLN1,lLN1_a,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_a;right,,lLN1_a,serotonin,0.323581225011545,,,lLN1
720575940625585508,7205759406255855082,lLN1_bc_R,lLN1_bc,R,AL_R,50,2352,10918,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.3409241891852552,,,lLN1
720575940616169578,7205759406161695781,lLN2T_b_L,lLN2T_b,L,AL_L,6911,2935,16461,lLN2T_b,lLN2T_b,lLN2T,lLN2T_b,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_b;right,,lLN2T_b,serotonin,0.3481103534493707,acetylcholine,"Shang et al., 2007",lLN2T
720575940606722249,7205759406067222492,lLN2X03_R,lLN2X03,R,AL_R,507,2815,12241,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3180605876955724,acetylcholine,"Shang et al., 2007",lLN2T
720575940606056905,7205759406060569051,lLN1_bc_L,lLN1_bc,L,AL_L,70,2487,10932,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.3079834313980709,,,lLN1
720575940618561403,7205759406185614031,lLN1_bc_L,lLN1_bc,L,AL_L,49,2181,9581,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2662362032950898,,,lLN1
720575940623146701,7205759406231467012,lLN2T_e_R,lLN2T_e,R,AL_R,765,2484,12760,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_e;left,,lLN2T_e,serotonin,0.3458429396573446,,,lLN2T
720575940635945919,7205759406359459191,v2LN30_L,v2LN30,L,AL_L,2210,11916,34741,v2LN30,v2LN30,v2LN30,v2LN30,v2LN30,AL local neuron;ALLN;ALv2;right;v2LN30,,v2LN30,glutamate,0.2811788041789135,,,v2LN30
720575940624435128,7205759406244351282,lLN2X11_R,lLN2X11,R,AL_R,962,2372,12890,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;left,lLN2X11,,serotonin,0.4790749727423471,,,lLN2X11
720575940640541091,7205759406405410912,lLN1_bc_R,lLN1_bc,R,AL_R,85,2677,11929,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",serotonin,0.371684783242896,,,lLN1
720575940646576436,7205759406465764362,lLN2T_c_R,lLN2T_c,R,AL_R,2175,1455,13827,lLN2T_c,lLN2T_c,lLN2T,lLN2T_c,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_c;left,,lLN2T_c,serotonin,0.3700125766483451,acetylcholine,"Shang et al., 2007",lLN2T
720575940641593051,7205759406415930511,lLN1_bc_L,lLN1_bc,L,AL_L,48,2142,9308,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;right,lLN1_bc,"lLN1_b,lLN1_c",dopamine,0.2799720802226924,,,lLN1
720575940640830453,7205759406408304531,lLN2X03_L,lLN2X03,L,AL_L,554,3559,14830,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3591008205446735,acetylcholine,"Shang et al., 2007",lLN2T
720575940633294796,7205759406332947962,lLN2T_b_R,lLN2T_b,R,AL_R,6712,2669,16790,lLN2T_b,lLN2T_b,lLN2T,lLN2T_b,lLN2T,AL local neuron;ALLN;lLN2T_b,,lLN2T_b,serotonin,0.324722939228212,acetylcholine,"Shang et al., 2007",lLN2T
720575940660217473,7205759406602174731,lLN2X11_L,lLN2X11,L,AL_L,1028,2555,13527,lLN2X11,lLN2X11,lLN2X11,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X11;right,lLN2X11,,serotonin,0.3560207193788243,,,lLN2X11
720575940644704160,7205759406447041601,lLN2X03_L,lLN2X03,L,AL_L,627,3147,13115,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.2970879607042385,acetylcholine,"Shang et al., 2007",lLN2T
720575940637623780,7205759406376237802,lLN2X03_R,lLN2X03,R,AL_R,856,3300,14631,lLN2X03,lLN2T_a,lLN2T,lLN2T_a,lLN2T,AL local neuron;ALLN;lLN2T_a;lLN2X03,lLN2X03,lLN2T_a,serotonin,0.3464663054073938,acetylcholine,"Shang et al., 2007",lLN2T
720575940632403986,7205759406324039861,il3LN6_L,il3LN6,L,AL_L,8166,2000,18397,il3LN6,il3LN6,il3LN6,il3LN6,il3LN6,AL local neuron;ALLN;Keystone;il3LN6;il3LN6 Taisz ... Galili 2022 doi:10.1101/2022.05.13.491877,,il3LN6,gaba,0.339837240484168,gaba,"Tanaka et al., 2012",il3LN6
720575940632403986,7205759406324039862,il3LN6_R,il3LN6,R,AL_R,8940,2521,20688,il3LN6,il3LN6,il3LN6,il3LN6,il3LN6,AL local neuron;ALLN;Keystone;il3LN6;il3LN6 Taisz ... Galili 2022 doi:10.1101/2022.05.13.491877,,il3LN6,gaba,0.339837240484168,gaba,"Tanaka et al., 2012",il3LN6
720575940613590501,7205759406135905011,lLN2T_c_L,lLN2T_c,L,AL_L,2083,1800,15748,lLN2T_c,lLN2T_c,lLN2T,lLN2T_c,lLN2T,AL local neuron;ALLN;ALl1_dorsal;lLN2T_c;right,,lLN2T_c,serotonin,0.345546512956191,acetylcholine,"Shang et al., 2007",lLN2T
720575940614956072,7205759406149560722,v2LN30_R,v2LN30,R,AL_R,2249,10736,33017,v2LN30,v2LN30,v2LN30,v2LN30,v2LN30,AL local neuron;ALLN;ALv2;acetylcholine;left;v2LN30,,v2LN30,serotonin,0.2858302336584355,,,v2LN30
720575940640803200,7205759406408032002,lLN2F_a_R,lLN2F_a,R,AL_R,4252,1829,22159,lLN2F_a,lLN2F_a,lLN2F,lLN2F_a,lLN2F,AL local neuron;ALLN;lLN2F_a,,lLN2F_a,gaba,0.3538815485628913,,,lLN2F
720575940624012692,7205759406240126921,CB1668_L,CB1668,L,AL_L,50,35,393,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv1;CB1668;left,CB1668,,acetylcholine,0.4549383056974161,,,CB1668
